load_type,pieces,origin_city,destination_city,fuel_surcharge_rate,actual_duration_hours,primary_freight_type,weight_kg,distance_km,fuel_quantity_liters,avg_fuel_price_aud_per_liter,total_fuel_cost_aud,revenue_aud,fuel_surcharge_aud,base_rate_per_km_aud,annual_revenue_potential_aud
Refrigerated,14,Miami,Dallas,0.17,23.1,Electronics,11563.88388078,2053.51784,1983.9333810000003,2.0990543296498925,4090.2,5861.393999999999,390.45599999999996,2.6060372575092896,8794067.4
Dry Van,11,Chicago,Los Angeles,0.29,36.2,Food/Beverage,12816.252414350001,3223.5080199999998,358.47832700000004,2.3978578278178584,859.5749999999999,9936.413999999999,1045.566,2.8521008612226124,5063351.399999999
Dry Van,3,Seattle,Houston,0.26,36.5,General,7944.21676818,3495.48648,,,,7537.536,1016.496,2.1139100500826427,8796799.799999999
Dry Van,22,Denver,Kansas City,0.29,11.1,Automotive,12024.733728700001,1029.9776,353.17875300000003,2.1244396247698396,750.3,2758.608,334.08,2.4494513278735384,857628.0
Refrigerated,10,Miami,Dallas,0.17,23.4,General,9553.108904570001,2053.51784,1924.880985,2.0733223085478194,3993.20625,4563.288,390.45599999999996,2.6060372575092896,7131349.8
Refrigerated,16,Kansas City,Los Angeles,0.19,28.1,Electronics,12884.29126985,2505.74238,1007.2976010000001,2.113542522474448,2115.7687499999997,6087.348,532.494,2.2481265611990007,5722765.2
Dry Van,17,Phoenix,Philadelphia,0.19,39.7,Electronics,16317.53191838,3844.71326,457.65606900000006,2.04444498746503,933.8625000000001,12969.395999999999,817.038,3.031056209377757,2493203.4
Dry Van,23,Detroit,Houston,0.33,23.7,Automotive,5006.752580060001,2045.4711399999999,1212.088282,2.034951299859196,2441.90625,4054.3739999999993,754.9739999999999,2.2593112704586975,5439272.399999999
Dry Van,16,Denver,Kansas City,0.29,12.8,Retail,13463.982318710001,1029.9776,1227.2299220000002,2.2517375924932836,2766.50625,2847.9959999999996,334.08,2.4494513278735384,5695356.6
Dry Van,23,Memphis,Los Angeles,0.25,32.5,Automotive,6592.511505580001,2961.1856,210.847337,1.8356664139419507,387.0375,6016.104,828.0,2.0691712130438566,1003496.3999999999
Dry Van,16,Charlotte,Seattle,0.18,42.4,Automotive,17437.905072280002,4221.29882,674.9386030000001,2.4226239693982947,1635.13125,12286.386,849.852,2.6731455130674684,4938679.8
Refrigerated,20,Portland,Detroit,0.2,35.9,Retail,20220.69426223,3635.49906,295.640521,1.7539381467265103,518.53125,8565.534,813.24,2.2257571426796074,2269893.6
Refrigerated,18,Kansas City,Atlanta,0.27,13.4,General,7194.42858057,1250.45718,1859.393392,2.0826673993041704,3836.775,3669.0840000000003,377.622,2.628406676028683,4715785.8
Dry Van,8,Detroit,Houston,0.33,20.4,Automotive,19159.7417088,2045.4711399999999,,,,5185.026000000001,754.9739999999999,2.2593112704586975,6216750.0
Dry Van,12,Las Vegas,Dallas,0.28,20.3,Food/Beverage,16547.0496576,1977.87886,2032.7651700000001,2.0179452159739633,4158.09375,3197.7359999999994,619.416,1.8902158648887122,7011063.0
Refrigerated,16,Kansas City,Portland,0.18,30.3,Food/Beverage,18936.120670390002,2764.84612,217.661075,2.136822695560058,465.11250000000007,7549.254,556.632,2.762623187145041,4737655.8
Dry Van,3,Detroit,Houston,0.33,21.4,Consumer Goods,13112.901824330002,2045.4711399999999,,,,4106.070000000001,754.9739999999999,2.2593112704586975,6937020.0
Dry Van,10,Dallas,New York,0.32,28.3,Consumer Goods,12503.27367905,2536.31984,661.3111269999999,2.3116716551179395,1534.4625,6226.776000000001,907.776,2.8409161519629165,5585065.2
Dry Van,26,Phoenix,Philadelphia,0.19,43.5,Electronics,14381.146090850001,3844.71326,2036.9291210000001,2.325540694402984,4711.93125,13200.047999999999,817.038,3.031056209377757,3814788.5999999996
Dry Van,24,Atlanta,Chicago,0.19,11.9,Retail,18756.0444995,1089.52318,1605.3923810000001,2.307543964854534,3731.2874999999995,2064.3119999999994,231.534,1.9014005741484086,5082112.8
Refrigerated,15,Las Vegas,Kansas City,0.24,27.4,General,7743.7289406400005,2109.84474,1441.484128,2.1906477765948735,3091.7062499999997,5924.358,566.352,3.031056209377757,545509.7999999999
Dry Van,26,Phoenix,Kansas City,0.19,25.3,General,4968.65082098,1937.64536,1365.775928,2.046508832596733,2684.11875,4981.428000000001,411.768,2.3935277815750555,1773210.5999999999
Refrigerated,1,Charlotte,Memphis,0.23,11.4,Retail,15316.45355779,960.77598,513.301596,2.179420459078409,1118.7,2574.5939999999996,247.158,2.6060372575092896,5082112.8
Refrigerated,8,New York,Columbus,0.24,8.7,Automotive,10054.32847342,880.30898,2589.22044,2.1249349476014485,5557.0125,1476.972,236.304,1.8902158648887122,2409849.0
Dry Van,20,Kansas City,Indianapolis,0.19,9.0,Food/Beverage,15191.262063670001,835.24746,743.833065,2.235887261881804,1663.125,1879.182,177.498,2.538929001951111,2414912.4
Refrigerated,1,Miami,Philadelphia,0.32,22.3,Retail,17960.44348252,1890.9745,1943.808035,1.9489302347698134,3816.50625,5099.652,676.8,2.7738078964047372,8880818.4
Refrigerated,7,Columbus,Minneapolis,0.2,11.6,Electronics,12553.62243212,1158.7248,957.3301889999999,1.9594971218441328,1854.80625,3356.586,259.2,2.9303938260404885,3171337.1999999997
Dry Van,15,Kansas City,Los Angeles,0.19,28.9,Automotive,13803.26941147,2505.74238,1289.3106460000001,2.1774391677519738,2817.8062499999996,5834.447999999999,532.494,2.2481265611990007,8970256.799999999
Dry Van,3,New York,Columbus,0.24,9.6,Electronics,15799.529431840001,880.30898,643.898241,2.2552048523145443,1452.13125,1835.388,236.304,1.8902158648887122,4144491.0
Refrigerated,11,Seattle,Houston,0.26,37.7,Automotive,17535.8810242,3495.48648,1223.0659710000002,2.0427113575544,2483.7,6797.106,1016.496,2.1139100500826427,7473452.399999999
Dry Van,17,Miami,Philadelphia,0.32,19.9,Electronics,8344.73883089,1890.9745,322.895473,1.8381430280999942,593.53125,5251.859999999999,676.8,2.7738078964047372,7801156.8
Refrigerated,22,Seattle,Charlotte,0.34,43.4,Automotive,18876.24647755,4221.29882,1243.5071850000002,2.3480778832411815,2931.675,11399.543999999998,1605.276,2.762623187145041,5843262.6
Dry Van,12,Phoenix,Denver,0.21,12.1,Electronics,6787.10263231,1083.08582,913.419433,2.0191835230529853,1828.1062500000003,2237.364,254.394,1.9014005741484086,5114991.6
Dry Van,6,Phoenix,Denver,0.21,12.4,Electronics,13107.458715890001,1083.08582,674.560062,1.7177795800190732,1158.75,2137.662,254.394,1.9014005741484086,3698092.8
Refrigerated,2,New York,Philadelphia,0.17,1.5,Automotive,8881.3386046,148.05928,411.85260800000003,1.846068193405734,760.3125,247.59,28.152,1.80073819081114,6216750.0
Refrigerated,9,Portland,Columbus,0.34,38.4,Retail,8389.644475520001,3752.98088,1330.950156,2.125265162822521,2775.6187499999996,9633.654,1427.184,2.3711583630556627,6975702.0
Dry Van,6,Las Vegas,New York,0.21,40.5,Automotive,12459.72881153,4121.51974,1788.227684,2.2748526579683577,4010.3250000000003,7009.02,968.0579999999999,1.7000758074738713,6243309.0
Dry Van,13,Atlanta,Chicago,0.19,10.9,General,17886.50792621,1089.52318,599.987485,2.088776380894011,1253.23125,2318.706,231.534,1.9014005741484086,4787127.0
Refrigerated,27,Houston,Seattle,0.34,35.1,Food/Beverage,9184.338307760001,3495.48648,2009.674169,2.082708676206804,4208.8875,6949.781999999999,1329.264,1.9796935389662844,3513924.0
Dry Van,27,Charlotte,Denver,0.16,29.5,Electronics,20086.88451308,2508.96106,1614.8559060000002,2.0787460935539346,3284.175,4057.7219999999998,448.99199999999996,1.7336299352529607,749799.0
Refrigerated,22,Denver,Kansas City,0.29,12.5,Automotive,13933.45042166,1029.9776,2608.9045720000004,2.093729609210098,5502.750000000001,2566.944,334.08,2.4494513278735384,3603321.0
Dry Van,7,Portland,Seattle,0.24,3.4,Electronics,9027.84894011,268.75978,995.1842889999999,2.1947754668582795,2183.85,811.2599999999999,72.14399999999999,2.706699640846558,4085604.0
Refrigerated,12,Portland,Seattle,0.24,3.2,Electronics,15466.59263226,268.75978,,,,690.5160000000001,72.14399999999999,2.706699640846558,5022986.399999999
Dry Van,6,Chicago,Las Vegas,0.26,31.3,Food/Beverage,10261.620186510001,2814.73566,1586.08679,2.1175051051273175,3446.2874999999995,8181.954,818.532,2.6955149315868616,6740595.0
Dry Van,18,Houston,Portland,0.28,41.0,General,5881.27866942,3392.48872,714.306867,2.2522329153248917,1618.8187500000001,10269.233999999999,1062.432,2.740253768625648,7131349.8
Dry Van,28,Memphis,Los Angeles,0.25,29.8,Automotive,6921.36597383,2961.1856,202.89797600000003,1.8658811066700831,378.58125,6948.612,828.0,2.0691712130438566,1003496.3999999999
Refrigerated,20,Miami,Denver,0.28,40.9,General,10252.54833911,3192.93056,1578.1374289999999,1.8970864450614333,3014.8125000000005,6806.285999999999,999.9359999999999,1.9237699926678016,8580196.799999999
Refrigerated,23,Memphis,Los Angeles,0.25,31.0,Retail,19841.037448540003,2961.1856,2224.306916,2.2326676634763474,4864.2375,5896.9439999999995,828.0,2.0691712130438566,5082112.8
Refrigerated,23,Miami,Denver,0.28,33.6,Automotive,5716.62463911,3192.93056,753.6751310000001,1.9748521296240038,1513.1062500000003,6815.808,999.9359999999999,1.9237699926678016,7473452.399999999
Refrigerated,22,Minneapolis,Houston,0.21,20.8,Food/Beverage,16865.92509371,1956.95744,411.47406700000005,2.3052324583070263,948.54375,6171.173999999999,459.648,3.0757950464165433,8095876.199999999
Dry Van,9,Miami,Philadelphia,0.32,21.7,Electronics,19015.49933514,1890.9745,,,,5587.487999999999,676.8,2.7738078964047372,744291.0
Dry Van,25,Charlotte,Portland,0.31,52.1,Consumer Goods,12109.555501890001,4227.73618,,,,12753.756000000001,1465.866,3.0086867908583645,8653347.0
Refrigerated,13,Chicago,Los Angeles,0.29,34.9,Consumer Goods,9011.51961479,3223.5080199999998,311.539243,2.427577197714382,756.2812500000001,10238.346,1045.566,2.8521008612226124,2516113.8
Refrigerated,13,Miami,Seattle,0.18,52.7,Automotive,9235.1406532,5054.93694,294.12635700000004,2.4300538118724258,714.75,8125.974,1017.6839999999999,1.8454770278499257,523485.0
Refrigerated,13,New York,Columbus,0.24,9.3,Consumer Goods,17090.90690923,880.30898,,,,1432.404,236.304,1.8902158648887122,6628615.2
Dry Van,23,Chicago,Las Vegas,0.26,29.5,Food/Beverage,18871.71055385,2814.73566,575.760861,1.95875413759672,1080.675,7807.986000000001,818.532,2.6955149315868616,8095876.199999999
Dry Van,16,Las Vegas,Los Angeles,0.33,5.1,Food/Beverage,16000.92444412,421.64708,375.13413099999997,1.8951051537349983,710.925,1129.9859999999999,155.628,2.941578535300185,3141000.0
Dry Van,23,Portland,Detroit,0.2,37.5,Automotive,12308.22895995,3635.49906,1561.8601660000002,2.0008565782834618,3093.225,8575.794,813.24,2.2257571426796074,4049152.1999999997
Dry Van,18,Charlotte,Seattle,0.18,46.1,Consumer Goods,12448.38900228,4221.29882,2190.6167670000004,2.156511778116505,4595.118750000001,12013.416,849.852,2.6731455130674684,7757274.6
Dry Van,11,Kansas City,Indianapolis,0.19,10.2,Retail,18151.40587029,835.24746,713.549785,2.0674774991348364,1475.2499999999998,2123.838,177.498,2.538929001951111,8808463.799999999
Refrigerated,3,Las Vegas,Dallas,0.28,25.3,Automotive,9395.25875981,1977.87886,570.839828,2.1814017504048437,1245.2250000000001,3795.768,619.416,1.8902158648887122,457657.2
Dry Van,12,Dallas,Indianapolis,0.17,16.8,General,9569.43822989,1413.00052,1582.30138,2.191143099426482,3463.5750000000003,3251.7359999999994,268.66799999999995,2.1810183056408214,7131349.8
Refrigerated,6,Columbus,Kansas City,0.24,14.5,Retail,14161.1537914,1145.85008,949.3808280000001,2.0699541132928796,1983.69375,2816.3340000000003,307.584,2.1698335963811255,8134399.8
Dry Van,14,Houston,Portland,0.28,38.9,Automotive,4878.385939350001,3392.48872,1862.0431790000002,1.8663764295016918,3497.7937500000003,10670.652,1062.432,2.740253768625648,3410206.1999999997
Refrigerated,6,Kansas City,Los Angeles,0.19,27.9,Automotive,11660.95264796,2505.74238,3501.8827910000005,2.147224475023841,7500.768749999999,6241.248,532.494,2.2481265611990007,6243309.0
Dry Van,24,Philadelphia,Indianapolis,0.28,11.3,Automotive,14551.696821970001,1078.2578,1265.462563,2.1284022074227096,2718.675,2387.124,337.67999999999995,2.3152348167571795,3533380.1999999997
Refrigerated,24,Miami,Philadelphia,0.32,24.1,Automotive,5344.678895710001,1890.9745,344.093769,2.0387487749015296,701.5125,5502.978,676.8,2.7738078964047372,4181185.8
Dry Van,1,Seattle,Charlotte,0.34,48.4,Electronics,17175.728682420002,4221.29882,1270.3835960000001,2.1534160104189506,2752.6499999999996,11636.514,1605.276,2.762623187145041,4085604.0
Refrigerated,23,Memphis,Minneapolis,0.34,15.3,Automotive,11822.88512405,1293.90936,1094.740572,2.0379232368488482,2231.85,2664.6659999999997,492.048,1.8231076093305327,8970256.799999999
Refrigerated,23,Charlotte,Denver,0.16,25.2,Consumer Goods,5822.7652536900005,2508.96106,208.19755,2.2611487262938494,470.775,4743.882,448.99199999999996,1.7336299352529607,2219725.8
Refrigerated,20,Denver,Kansas City,0.29,11.4,Consumer Goods,9534.05802503,1029.9776,1257.513202,1.860927878353996,2346.1124999999997,2797.596,334.08,2.4494513278735384,5585065.2
Dry Van,10,Phoenix,Kansas City,0.19,19.8,Retail,20235.209218070002,1937.64536,1610.691955,2.2714266750497303,3611.5125,5187.906,411.768,2.3935277815750555,4037261.4
Dry Van,6,Minneapolis,Los Angeles,0.3,28.5,Retail,16097.53961893,2814.73566,1242.7501029999999,2.3020954137068377,2848.125,6504.678000000001,944.46,2.661960803807772,7546455.0
Dry Van,26,Miami,Dallas,0.17,24.9,Automotive,14038.6838515,2053.51784,669.2604880000001,1.9352263030953054,1295.1749999999997,5385.456,390.45599999999996,2.6060372575092896,6243309.0
Refrigerated,23,Memphis,Minneapolis,0.34,14.7,Automotive,14558.500707520001,1293.90936,830.518954,2.357736678457551,1949.79375,2005.4880000000003,492.048,1.8231076093305327,924571.7999999999
Dry Van,2,Dallas,Denver,0.15,13.5,General,10826.34268716,1226.31708,666.989242,2.213350073043607,1418.1937500000001,3686.0939999999996,205.73999999999998,2.9303938260404885,2537137.8
Refrigerated,14,New York,Philadelphia,0.17,1.6,Automotive,13678.53150972,148.05928,2613.447064,1.980102551639056,5070.7875,240.678,28.152,1.80073819081114,3410206.1999999997
Refrigerated,27,Memphis,Los Angeles,0.25,32.0,Retail,4557.6961337600005,2961.1856,1692.4568110000002,1.9680827175920177,3359.90625,6059.952,828.0,2.0691712130438566,8134399.8
Dry Van,17,Chicago,Portland,0.19,32.8,Consumer Goods,6318.08812173,3246.03878,1031.1456839999998,1.9788147122768733,2034.9374999999998,6092.226000000001,689.814,2.0579865037841603,8653347.0
Dry Van,12,Charlotte,Denver,0.16,26.6,General,12343.15557244,2508.96106,1570.94515,1.9157436050520285,2955.7687499999997,4629.509999999999,448.99199999999996,1.7336299352529607,2568384.0
Dry Van,5,Miami,Philadelphia,0.32,21.2,Consumer Goods,19893.20057109,1890.9745,1185.2118710000002,2.078869924261837,2486.6625,5872.1939999999995,676.8,2.7738078964047372,3195144.0
Dry Van,21,Miami,Denver,0.28,33.2,Electronics,5056.6477407600005,3192.93056,,,,6513.9839999999995,999.9359999999999,1.9237699926678016,1879142.4
Dry Van,20,Portland,Columbus,0.34,44.0,Retail,17665.608442020002,3752.98088,565.540254,2.183630703147083,1275.6,9318.996,1427.184,2.3711583630556627,8866056.6
Refrigerated,26,Phoenix,Denver,0.21,11.4,Food/Beverage,11240.0189286,1083.08582,430.779658,2.1531683490031464,927.5437499999999,2343.1679999999997,254.394,1.9014005741484086,6830775.0
Dry Van,14,Philadelphia,Indianapolis,0.28,13.2,General,16388.745920470003,1078.2578,510.2732680000001,2.1232013176908184,1082.25,2415.7619999999997,337.67999999999995,2.3152348167571795,1773210.5999999999
Refrigerated,12,New York,Columbus,0.24,10.3,Food/Beverage,11865.52280683,880.30898,841.118102,1.8713296578177792,1580.6062500000003,1845.72,236.304,1.8902158648887122,4714889.399999999
Dry Van,28,Houston,Seattle,0.34,36.1,Automotive,11674.56041906,3495.48648,519.358252,2.027356349774529,1052.925,7203.204,1329.264,1.9796935389662844,3849904.8
Dry Van,8,Charlotte,Seattle,0.18,46.9,Consumer Goods,15708.81095784,4221.29882,2046.3926460000002,2.000113594036049,4001.6625000000004,12350.862,849.852,2.6731455130674684,5191169.399999999
Dry Van,4,Minneapolis,Atlanta,0.33,19.0,Automotive,16008.181922040001,1680.15096,415.259477,1.8970864450614333,787.7812499999999,4289.562,620.136,2.3264195260168763,6869259.0
Refrigerated,17,Miami,Dallas,0.17,21.6,Automotive,7907.4757862100005,2053.51784,1165.5277389999999,1.9528928174226832,2290.7999999999997,5223.618,390.45599999999996,2.6060372575092896,1876755.5999999999
Dry Van,4,Atlanta,Miami,0.22,11.6,Food/Beverage,7353.18591007,1121.70998,1446.02662,1.87875950029191,2724.5437500000003,2980.908,276.012,2.3264195260168763,8625088.799999999
Dry Van,12,Chicago,Charlotte,0.28,13.6,Automotive,18248.021045100002,1086.3045,1705.327205,2.0283469954377464,3467.41875,2730.816,340.2,2.3823430723153587,2314274.4
Dry Van,27,Houston,Memphis,0.29,9.0,Consumer Goods,19312.60233749,896.40238,1213.602446,1.9230908937208913,2320.9125000000004,2054.592,290.754,2.1810183056408214,4782074.399999999
Dry Van,11,Houston,Portland,0.28,32.2,Automotive,20276.48612374,3392.48872,1409.3081430000002,1.979805357940091,2784.975,10133.747999999998,1062.432,2.740253768625648,7473452.399999999
Refrigerated,16,Miami,Philadelphia,0.32,22.2,Consumer Goods,14186.554964120001,1890.9745,,,,5767.559999999999,676.8,2.7738078964047372,8430728.4
Refrigerated,26,Atlanta,Chicago,0.19,11.2,Automotive,17387.55631921,1089.52318,752.9180490000001,2.2978026158328952,1684.0875,1957.1939999999997,231.534,1.9014005741484086,7473452.399999999
Refrigerated,26,New York,Columbus,0.24,9.8,General,16398.724952610002,880.30898,913.040892,2.115028490969274,1897.8750000000002,1588.9679999999998,236.304,1.8902158648887122,4715785.8
Dry Van,25,Kansas City,Atlanta,0.27,14.0,Electronics,8310.719403140001,1250.45718,1760.21565,2.000774024478194,3548.68125,2992.608,377.622,2.628406676028683,5001517.8
Refrigerated,4,Minneapolis,Atlanta,0.33,16.2,Automotive,13201.80592885,1680.15096,1043.637537,1.8972102757693354,1961.3249999999998,4069.4219999999996,620.136,2.3264195260168763,2409849.0
Refrigerated,11,Memphis,Los Angeles,0.25,38.2,Electronics,11748.949567740001,2961.1856,2316.67092,2.0541037826814006,4648.8,5568.821999999999,828.0,2.0691712130438566,4144491.0
Dry Van,8,Miami,Dallas,0.17,25.0,Electronics,18138.70528393,2053.51784,189.649041,2.000113594036049,379.31250000000006,5973.75,390.45599999999996,2.6060372575092896,4144491.0
Dry Van,27,Seattle,Indianapolis,0.33,36.3,Automotive,11611.057487260001,3455.25298,991.020338,1.968165271397286,1856.2125,8276.31,1275.3179999999998,2.7738078964047372,5439272.399999999
Refrigerated,19,Phoenix,Kansas City,0.19,21.6,Retail,11763.91811595,1937.64536,1395.302126,1.964285242549684,2754.6000000000004,5065.866,411.768,2.3935277815750555,1603686.5999999999
Refrigerated,6,Kansas City,Charlotte,0.3,19.0,Food/Beverage,4717.81424037,1482.20214,1646.65335,2.136698864852156,3447.3749999999995,4366.962,497.34000000000003,2.740253768625648,6702010.2
Refrigerated,6,Seattle,Indianapolis,0.33,37.2,Retail,14632.889856200001,3455.25298,612.4793380000001,2.1269162389278833,1302.69375,9799.145999999999,1275.3179999999998,2.7738078964047372,2175987.6
Dry Van,19,Phoenix,Denver,0.21,14.0,Electronics,12531.39640599,1083.08582,1280.982744,2.321578111750114,2990.4,2130.786,254.394,1.9014005741484086,6197556.6
Dry Van,10,Miami,Denver,0.28,32.5,Automotive,8429.560604080001,3192.93056,648.8192740000001,2.0149732789843107,1245.1874999999998,5987.231999999999,999.9359999999999,1.9237699926678016,1003496.3999999999
Dry Van,13,Las Vegas,Kansas City,0.24,22.0,General,7412.152918170001,2109.84474,1020.5465360000002,2.138556325470689,2249.8500000000004,5789.376,566.352,3.031056209377757,7131349.8
Dry Van,6,Memphis,Minneapolis,0.34,12.4,Electronics,15285.60927663,1293.90936,1366.9115510000001,1.991362890677628,2647.3125000000005,2067.12,492.048,1.8231076093305327,3698092.8
Refrigerated,3,Charlotte,Denver,0.16,28.5,Automotive,17815.29392412,2508.96106,364.91352400000005,2.356746032794334,860.00625,4810.373999999999,448.99199999999996,1.7336299352529607,1540206.0
Refrigerated,19,Columbus,Minneapolis,0.2,12.7,General,16222.277520680002,1158.7248,1813.968472,2.1326124514913842,4006.7250000000004,3776.2200000000003,259.2,2.9303938260404885,7294734.0
Dry Van,21,Houston,Memphis,0.29,10.9,Food/Beverage,10393.61556618,896.40238,715.8210310000001,2.16134117572469,1535.775,1912.6439999999998,290.754,2.1810183056408214,8488324.799999999
Refrigerated,23,Columbus,Philadelphia,0.16,9.2,Retail,10516.53909845,766.04584,2081.218418,2.025375058448094,4219.425,1959.0479999999998,137.088,2.3040501074974835,8484199.2
Dry Van,14,Charlotte,Seattle,0.18,50.6,Food/Beverage,14518.13098659,4221.29882,616.6432890000001,2.1947754668582795,1353.39375,12136.608,849.852,2.6731455130674684,8097922.8
Dry Van,3,Miami,Dallas,0.17,24.7,Consumer Goods,13500.269708310001,2053.51784,450.08524900000003,2.446894788147122,1101.1499999999999,4651.092,390.45599999999996,2.6060372575092896,5585065.2
Refrigerated,22,Miami,Dallas,0.17,24.8,Electronics,4999.041509770001,2053.51784,586.360009,1.956772846270285,1125.50625,5325.893999999999,390.45599999999996,2.6060372575092896,3814788.5999999996
Dry Van,25,Memphis,Los Angeles,0.25,33.6,Retail,14648.311996780001,2961.1856,1068.242702,2.0479122472862916,2226.9187500000003,5741.1900000000005,828.0,2.0691712130438566,4200346.8
Refrigerated,22,Portland,Detroit,0.2,43.3,Food/Beverage,13232.19661764,3635.49906,,,,8497.116,813.24,2.2257571426796074,5499914.399999999
Refrigerated,11,Columbus,Los Angeles,0.22,38.4,Electronics,18914.801829,3651.59246,816.512937,2.20047167942178,1797.7875,10886.921999999999,898.524,3.0646103371568474,8794067.4
Refrigerated,1,Detroit,Houston,0.33,22.3,Retail,13341.965971180001,2045.4711399999999,964.143927,2.1506917348451027,2088.05625,4120.379999999999,754.9739999999999,2.2593112704586975,2000100.5999999999
Dry Van,17,Chicago,Portland,0.19,34.3,Electronics,12304.60022099,3246.03878,1625.833595,1.9550392163596548,3183.28125,6720.012,689.814,2.0579865037841603,4016617.1999999997
Refrigerated,24,Miami,Denver,0.28,34.4,Electronics,12969.11304304,3192.93056,2287.523263,2.082337184083098,4731.75,6483.509999999999,999.9359999999999,1.9237699926678016,749799.0
Refrigerated,6,Kansas City,Charlotte,0.3,15.6,Consumer Goods,13021.276165590001,1482.20214,1476.6884410000002,1.994912704304157,2898.35625,4107.294,497.34000000000003,2.740253768625648,5792776.2
Dry Van,12,Houston,Portland,0.28,39.1,Consumer Goods,12405.29772713,3392.48872,503.45953000000003,1.9535532478648285,983.5312499999999,8250.912,1062.432,2.740253768625648,2516113.8
Refrigerated,8,New York,Philadelphia,0.17,1.9,General,18136.43732208,148.05928,1261.298612,2.042959018970204,2573.55,285.336,28.152,1.80073819081114,2381785.1999999997
Refrigerated,7,Chicago,Las Vegas,0.26,30.1,Electronics,13066.63540259,2814.73566,,,,7124.490000000001,818.532,2.6955149315868616,3814788.5999999996
Dry Van,19,Philadelphia,Seattle,0.17,44.5,Food/Beverage,7121.85380137,4391.88886,,,,14006.574,835.074,2.79617731492413,2414912.4
Dry Van,17,Minneapolis,Atlanta,0.33,18.3,Retail,15615.370929620001,1680.15096,630.270765,1.8282365714678197,1152.28125,3800.6459999999997,620.136,2.3264195260168763,3705573.6
Refrigerated,21,Dallas,New York,0.32,27.9,Retail,16556.57509737,2536.31984,,,,7535.159999999999,907.776,2.8409161519629165,8772591.6
Refrigerated,28,Charlotte,Seattle,0.18,47.0,Retail,11450.939380650001,4221.29882,3085.8662320000003,2.0791529658798984,6292.44375,12075.767999999998,849.852,2.6731455130674684,8418679.2
Refrigerated,25,Kansas City,Atlanta,0.27,15.5,General,18360.51195286,1250.45718,1681.4791220000002,1.938198240084958,3235.7625,3693.7799999999993,377.622,2.628406676028683,5063943.6
Dry Van,10,Columbus,Los Angeles,0.22,42.5,Food/Beverage,10884.40251052,3651.59246,2250.047704,2.00130236883191,4528.78125,10386.125999999998,898.524,3.0646103371568474,2414912.4
Refrigerated,23,Las Vegas,New York,0.21,54.2,Food/Beverage,6429.671844750001,4121.51974,1631.51171,2.071770297008779,3328.5375,6758.423999999999,968.0579999999999,1.7000758074738713,6857148.6
Dry Van,21,Memphis,Los Angeles,0.25,34.6,Retail,5952.9462638800005,2961.1856,1227.608463,2.026200596500775,2552.6625000000004,5592.15,828.0,2.0691712130438566,8134399.8
Dry Van,20,Portland,Columbus,0.34,42.2,Automotive,5755.633582930001,3752.98088,,,,8047.691999999999,1427.184,2.3711583630556627,3056297.4
Dry Van,22,Atlanta,Miami,0.22,11.4,Consumer Goods,16099.807580780001,1121.70998,,,,2560.392,276.012,2.3264195260168763,5460539.399999999
Dry Van,27,Chicago,Los Angeles,0.29,33.3,Consumer Goods,16429.1156414,3223.5080199999998,2210.300899,2.2617678798333603,4913.55,10181.682,1045.566,2.8521008612226124,6737776.2
Dry Van,2,Kansas City,Atlanta,0.27,14.0,General,11871.87310001,1250.45718,2811.424007,2.1321996824650435,6262.65,3695.1659999999997,377.622,2.628406676028683,3838834.8
Refrigerated,3,Charlotte,Denver,0.16,24.5,General,15056.09153741,2508.96106,595.066452,1.8445822249109078,1097.64375,4386.581999999999,448.99199999999996,1.7336299352529607,545509.7999999999
Refrigerated,13,Philadelphia,Seattle,0.17,53.1,Consumer Goods,16123.39438402,4391.88886,744.590147,2.3743299933164437,1773.5249999999999,11354.508,835.074,2.79617731492413,8241625.8
Refrigerated,12,Memphis,Los Angeles,0.25,36.1,Food/Beverage,5487.10689989,2961.1856,1615.234447,2.133025220517725,3437.04375,6453.7919999999995,828.0,2.0691712130438566,1464649.2
Dry Van,17,Dallas,New York,0.32,28.3,Retail,5040.3184154400005,2536.31984,1333.5999430000002,1.9991229483728314,2667.3,6522.48,907.776,2.8409161519629165,2269893.6
Dry Van,3,Kansas City,Los Angeles,0.19,26.9,Food/Beverage,12182.13028109,2505.74238,230.91001,2.047169263038878,472.70625,5209.416,532.494,2.2481265611990007,3141000.0
Refrigerated,16,Miami,Seattle,0.18,51.4,Electronics,14890.98391473,5054.93694,554.5625650000001,2.3448582848357242,1300.36875,10119.708,1017.6839999999999,1.8454770278499257,3335938.1999999997
Refrigerated,12,Portland,Seattle,0.24,3.1,Electronics,12926.475360260001,268.75978,1861.6646380000002,2.0248797356164854,3706.51875,747.81,72.14399999999999,2.706699640846558,1532833.2
Dry Van,16,Houston,Seattle,0.34,40.1,General,7477.4702194500005,3495.48648,1042.880455,2.079117585677641,2182.725,6506.118,1329.264,1.9796935389662844,1773210.5999999999
Refrigerated,19,Portland,Seattle,0.24,2.9,Food/Beverage,12241.09728919,268.75978,584.0887630000001,2.077631617182815,1166.7,750.6,72.14399999999999,2.706699640846558,3423715.1999999997
Refrigerated,13,Phoenix,Denver,0.21,11.9,Retail,13362.377627830001,1083.08582,885.78594,2.3584796627049647,2090.1,1920.402,254.394,1.9014005741484086,2269893.6
